id|overview|poster_path|title|popularity|release_date|backdrop_path|rating
27205|Dom Cobb (Leonardo DiCaprio) jest niezwykle sprawnym złodziejem, mistrzem w wydobywaniu wartościowych sekretów ukrytych głęboko w świadomości podczas fazy snu, kiedy umysł jest najbardziej wrażliwy. Wyjątkowe umiejętności Cobba uczyniły z niego ważnego gracza w świecie szpiegostwa przemysłowego, ale i najbardziej poszukiwanego zbiega, a za swoją pozycję zapłacił utratą wszystkiego, co kocha. Teraz Cobb otrzymuje szansę na odkupienie. Za sprawą jednego, ostatniego zadania może odzyskać stracone życie. Musi tylko wraz ze swym zespołem dokonać rzeczy niemożliwej: zamiast skraść myśl, zaszczepić ją w śpiącym umyśle. Jeśli im się to uda, dokonają zbrodni doskonałej. Jednak nawet najbardziej precyzyjne planowanie nie jest w stanie przygotować ich na spotkanie z niezwykłym przeciwnikiem, który potrafi przewidzieć każdy ich ruch. Wróg, którego tylko Cobb mógł się spodziewać.|/aSY6QhgEeUYky0TMfAXjvRJj5bL.jpg|Incepcja|130.507|2010-07-15|/s3TBrRGB1iav7gFOCNx3H31MoES.jpg|8.365124853947055
157336|Ziemia w niedalekiej przyszłości. Planeta jest sukcesywnie niszczona przez klęski suszy, a ludziom grozi wyginięcie. Nieoczekiwanie naukowcy odkrywają możliwość podróżowania poza granice Układu Słonecznego. Grupa astronautów wyrusza w najważniejszą w dziejach ludzkości podróż – muszą znaleźć miejsce, gdzie nasz gatunek będzie mógł przetrwać. Na czele załogi staje Cooper (Matthew McConaughey), były pilot NASA, który obecnie zajmuje się uprawą roli.|/q4emCJmjNomEE2pVGgqr3nDEIzI.jpg|Interstellar|95.221|2014-11-05|/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg|8.36113894402058
550|"Co ty możesz o sobie wiedzieć, jeśli nigdy nie walczyłeś? W tym niezwykłym, pełnym niespodziewanych zwrotów akcji i nie pozbawionym swoistego humoru filmie w reżyserii Davida Finchera (""Siedem"") oryginalne i dynamiczne kreacje stworzyli Brad Pitt (""Siedem"") i Edward Norton (""Lęk pierwotny""). Jack (Norton) cierpi na chroniczną bezsenność i jest całkowicie znudzony swym dotychczasowym życiem. Do czasu, gdy spotyka charyzmatycznego Tylera Durdena (Pitt) - sprzedawcę mydła o dość pokrętnej filozofii życia... Uważa on bowiem, że samo-doskonalenie jest dla słabeuszy, a to co rzeczywiście sprawia, że warto żyć to samo-destrukcja."|/efBb4gjjKneUoBVgfFOUu2OwihS.jpg|Podziemny Krąg|57.363|1999-10-15|/hZkgoQYus5vegHoetLkCJzb17zJ.jpg|8.354186614098891
120|"Ekranizacja pierwszej części trylogii Tolkiena, ""Drużyna Pierścienia"" zapoznaje widzów z czarodziejskim światem Śródziemia i jego mieszkańcami - ludźmi, hobbitami, elfami, krasnoludami, czarodziejami, trollami i orkami. W tej części trylogii młody i nieśmiały hobbit Frodo Baggins (Elijah Wood) odziedzicza pierścień - Jedyny Pierścień, narzędzie władzy absolutnej, które pozwoliłoby Sauronowi, mrocznemu Władcy Mordoru, rządzić Śródziemiem i zniewolić zamieszkujące je ludy. Frodo, wraz z lojalną kompanią hobbitów, ludzi, czarodzieja, krasnoluda i elfa, musi zabrać Pierścień do Szczelin Zagłady, gdzie został kiedyś wykuty, i zniszczyć go raz na zawsze. Taka podróż oznacza zapuszczenie się głęboko do krainy Czarnego Władcy, gdzie gromadzi on armię orków. Drużyna musi walczyć nie tylko ze złem czającym się wokół, ale i z wewnętrznymi waśniami, oraz niszczącym wpływem samego Pierścienia. Przyszłość świata i przeznaczenie drużyny są ze sobą splecione.  [opis dystrybutora dvd]"|/bjWRzhXUXTNPnwptBkXQzCflVBE.jpg|Władca Pierścieni: Drużyna Pierścienia|103.915|2001-12-18|/vRQnzOn4HjIMX4LBq9nHhFXbsSu.jpg|8.347866460685095
121|Mrok gęstnieje nad światem. Po rozpadzie drużyny cel misji staje się coraz bardziej odległy. Frodo (Elijah Wood) i Sam (Sean Astin) wędrują samotnie do Mordoru. Na ich drodze staje jednak Gollum (Andy Serkis), dawny właściciel pierścienia. Gandalf (Ian McKellen) zwycięża Barloga, ale to dopiero początek jego zmagań z siłami zła. Pozostała część drużyny idąc tropem orków trafia do Fangornu, gdzie spotykają Gandalfa. Nadszedł czas, aby rozprawić się Sarumanem (Christopher Lee), który opętał władcę Rohanu, królestwa ludzi. Frodo i Sam prowadzeni przez Golluma, któremu Frodo darował życie, docierają do Czarnej Bramy. Tymczasem Merry (Dominic Monaghan) i Pippin (Billy Boyd) uciekają orkom i trafiają na Drzewca, starego Enta. Kiedy wszystko zaczyna się układać, Saruman, który stworzył potężną armię, postanawia zaatakować Rohańczyków. Rozpoczyna się bitwa, która może zadecydować o losie wyprawy - bitwa o Helmowy Jar.  [opis dystrybutora dvd]|/4oDm6P1FUAegMFfQBVhWIkNcaqk.jpg|Władca Pierścieni: Dwie wieże|89.977|2002-12-18|/nS4picOwj15APKzJeBCk6EBcMG5.jpg|8.339943082955438
324857|Miles Morales jest nastolatkiem, który odkrywa w sobie moce podobne do tych, jakimi posługuje się Spider-Man, podobnie zresztą jak on, jest superbohaterem; nazywany jest często Ultimate Spider-Man, działa w uniwersum zwanym Ziemia-1610. Jest nadzwyczajnie silny, potrafi wdrapywać się po ścianach, ma pajęczy zmysł i umiejętność paraliżowania wroga.|/uWb1OWabm8YSoLp1JGeJl0fF7DT.jpg|Spider-Man Uniwersum|511.041|2018-12-06|/6qVF0gnLnbKCgcMfCpCB8GH7B5I.jpg|8.301041284632927
299536|Po ostatnich wydarzeniach jakie zaszły między Avengersami są oni podzieleni i nie tworzą dłużej jednej zgranej grupy jak za dawnych czasów. Nadciąga jednak nowe wyzwanie. Thanos (Josh Brolin) przybywa na ziemię, a jego celem jest zebranie wszystkich 6 kamieni nieskończoności, które razem dają temu kto je posiada niewyobrażalną moc. Kapitan Ameryka (Chris Evans), Iron Man (Robert Downey Jr.) i reszta superbohaterów będą musieli zjednoczyć się po raz kolejny, aby bronić swojego świata przed zagrożeniem jakiego jeszcze nie było.  [opis dystrybutora dvd]|/zLLs37yOubp9Snt5n1UE0DKvWGo.jpg|Avengers: Wojna Bez Granic|356.51099999999997|2018-04-25|/lmZFxXgJE3vgrciwuDib0N8CfQo.jpg|8.257461208212815
791373|"W filmie ""Liga Sprawiedliwości Zacka Snydera"" Bruce Wayne, chcąc mieć pewność, że poświęcenie Supermana nie poszło na marne, łączy siły z Dianą Prince, by zwerbować zespół superbohaterów, którzy ochronią świat przed zbliżającym się niebezpieczeństwem o katastrofalnych rozmiarach. Zadanie okazuje się jednak trudniejsze, niż to sobie wyobrażał, ponieważ każdy z członków tej ekipy musi stawić czoła demonom własnej przeszłości. Tylko pokonanie tych przeszkód, pozwoli im stworzyć bezprecedensową grupę bohaterów. Może być jednak za późno, by w końcu zjednoczeni - Batman, Wonder Woman, Aquaman, Cyborg i Flash, byli w stanie uratować planetę przed Steppenwolfem, DeSaadem, Darkseidem i ich zbrodniczymi zamiarami."|/zvugkRK6vpbPBv63jETof2ZIf9f.jpg|Liga Sprawiedliwości Zacka Snydera|392.342|2021-03-18|/pcDc2WJAYGJTTvRSEIpRZwM3Ola.jpg|8.256928774533101
4935|Sophie zostaje zamieniona przez demoniczną Czarownicę w starą kobietę. Zrozpaczona próbuje odzyskać swoje ciało i wyrusza w magiczną podróż pełną niebezpieczeństw. W poszukiwaniu samej siebie Sophie trafia do dziwnego Ruchomego Zamku należącego do czarodzieja Hauru. Spotyka w nim demona ognia - Karushifâ, który przedstawia jej propozycję. Jeśli Sophie uwolni go spod mocy Hauru, on w zamian przywróci jej 18-letnie ciało. Co stanie się z Sophie w Ruchomym Zamku? Czy wszystkie części magicznej układanki znajdą swoje miejsce?|/yrTknM0j6ckxStKYsXUndzhA2r8.jpg|Ruchomy zamek Hauru|54.474|2004-11-19|/vwBa7djy1oxfxUjc7YtVgGNsjrT.jpg|8.255842193826048
299534|Po dewastacyjnych wydarzeniach Avengers: Wojna bez granic (2018) wszechświat jest w ruinie. Z pomocą pozostałych sojuszników Avengers zbierają się ponownie, aby cofnąć działania Thanosa i przywrócić porządek we wszechświecie.|/58D6muzcoc5JvFoVJvCyEafAiw0.jpg|Avengers: Koniec Gry|277.369|2019-04-24|/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg|8.249987562260705
105|Połowa lat 80, miasteczko Hill Valley... Młody, sympatyczny Marty (Michael J. Fox) przyjaźni się z pewnym osobliwym, starszym człowiekiem, doktorem Emmetem Brownem (Christopher Lloyd). Kiedy Marty przenosi się w czasie za pomocą wehikułu czasu skonstruowanego przez doktora, z przerażeniem odkrywa, że cofnął się o 30 lat wstecz... Na dodatek, zaraz po przybyciu zostaje przypadkowo potrącony przez swojego dziadka, a jego matka (oczywiście 30 lat młodsza) zakochuje się w nim... Marty musi w ciągu kilku dni znaleźć sposób na to, aby jego rodzice się w sobie zakochali, poradzić sobie z bandą opryszków, którzy prześladują jego ojca i przede wszystkim wrócić do swojego domu, do roku 1985...  [opis dystrybutora dvd]|/2fEoQxuMRzebtqwHICuyM6B0HTH.jpg|Powrót do Przyszłości|51.836000000000006|1985-07-03|/fq3wyOs1RHyz2yfzsb4sck7aWRG.jpg|8.238413084309018
8587|"Król Lew to opowieść o Simbie lwiątku, dziedzicu Lwiej Krainy. Za sprawą knowań złego stryja Skazy, Simba musi opuścić rodzinne strony. Samotny i porzucony, trafia pod opiekę wesołych i beztroskich kompanów Timona i Pumby. Dorasta, wiodąc wraz z nimi radosne, pełne przygód życie, zapominając o odpowiedzialności i królewskim dziedzictwie. Przeznaczenie jednak daje o sobie znać. Simba przekonuje się, że nadszedł czas powrotu i objęcia we władanie Lwiej Krainy. Musi znaleźć w sobie dość odwagi, by przeciwstawić się złemu stryjowi Skazie, stoczyć z nim zaciekłą walkę i zająć należne mu w odwiecznym ""kręgu życia"" miejsce."|/kiFdP5obeuJF3ee8pH5f5oc7D6o.jpg|Król Lew|139.862|1994-06-23|/wXsQvli6tWqja51pYxXNG1LFIGV.jpg|8.233746086446299
77338|Ta historia zdarzyła się naprawdę. Sparaliżowany na skutek wypadku milioner zatrudnia do pomocy i opieki młodego chłopaka z przedmieścia, który właśnie wyszedł z więzienia. Zderzenie dwóch skrajnie różnych światów daje początek szeregowi niewiarygodnych przygód i przyjaźni, która czyni ich... nietykalnymi.|/vthovD3LEV0OF1Re0rRumHHgiCA.jpg|Nietykalni|86.603|2011-11-02|/bGksau9GGu0uJ8DJQ8DYc9JW5LM.jpg|8.230801818753115
398818|Północne Włochy, lato 1983 roku. Elio Perlman, błyskotliwy siedemnastolatek o amerykańsko-włoskim pochodzeniu, spędza wakacje w XVII-wiecznej willi, komponując i grając muzykę klasyczną, czytając i flirtując ze swą przyjaciółką – Marzią. Cieszy go każda chwila spędzona w willi, zwłaszcza że za kompana ma swego ojca, szanowanego profesora specjalizującego się w greko-romańskiej kulturze, oraz matkę Annellę, tłumaczkę, która uczy chłopaka rozkoszować się kulturą i przyrodą Włoch. Obycie i wykształcenie oraz talent Elia sprawiają wrażenie, że mamy do czynienia z dorosłym, w pełni ukształtowanym mężczyzną, a jednak wielu rzeczy musi się jeszcze nauczyć – zwłaszcza w obcej mu dotąd dziedzinie – miłości. Pewnego dnia do willi przybywa Oliver, młody amerykański stypendysta, pracujący z ojcem Elia nad swym doktoratem. W porażająco pięknych krajobrazach spalonej słońcem Italii Elio i Oliver odkrywają odurzającą siłę wzajemnego przyciągania. To lato zapamiętają na zawsze.|/dYjATpAHEtpAd7uog4Z6KlIEsJO.jpg|Tamte dni, tamte noce|131.879|2017-09-01|/hrMbAi9fPTmc6EtpyyAgDKznptu.jpg|8.201521476498192
527641|Stella Grant (Haley Lu Richardson) już za chwilę będzie miała siedemnaście lat… Jak każda nastolatka nie odrywa się od laptopa i z całego serca kocha swoich najlepszych przyjaciół. Od innych nastolatek odróżnia ją jednak to, że większość życia spędza w szpitalu, cierpiąc na mukowiscydozę. Jej życie to zwyczaje, zasady i samokontrola – to dzięki nim żyje. Wszystko to zostanie poddane wielkiej próbie, gdy pozna czarującego Willa Newmana (Cole Sprouse), również pacjenta szpitala.|/74Jn0du9mbHgh5ShXY3HmwQuq7S.jpg|Trzy kroki od siebie|88.508|2019-03-14|/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg|8.190939495717684
603|"Thomas Anderson wiedzie podwójne życie - na co dzień pracuje w koncernie Meta Cortechs jako programista, prywatnie jest genialnym hackerem, działającym pod nickiem Neo. Pewnego dnia nawiązuje z nim kontakt tajemniczy Morfeusz - człowiek, który obiecuje mu odkryć prawdę o rzeczywistości, w jakiej żyją. Prawdę o Matriksie. Prawdę o dwóch światach: prawdziwym i wygenerowanym, który ma tylko ""udawać"" rzeczywistość. Neo początkowo wbrew sobie przystaje do grupy kierowanej przez Morfeusza, stopniowo jednak sam zaczyna dostrzegać, że ze światem, w którym żył dotychczas, jest coś nie tak. Że jego życiem cały czas ktoś kierował. Kolejne stopnie wtajemniczenia stawiają przed Neo nowe pytania. Który ze światów jest prawdziwy? Czym jest Matrix i komu służy? I jaką rolę w planie Morfeusza ma do spełnienia on sam?"|/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg|Matrix|117.17299999999999|1999-03-30|/waCRuAW5ocONRehP556vPexVXA9.jpg|8.154636587352405
475557|Strudzony życiem komik popada w obłęd i staje się psychopatycznym mordercą w Gotham City.|/opwCl56Zi8mextLETtM3d0ryVFU.jpg|Joker|122.22200000000001|2019-10-02|/n6bUvigpRFqSwmPp1m2YADdbRBc.jpg|8.152066163426618
11324|Akcja filmu rozgrywa się w 1954 roku na pięknej wyspie Zatoki Bostońskiej. W tak bajecznym miejscu znajduje się szpital dla obłąkanych przestępców. Na wyspie będzie prowadzone śledztwo w sprawie tajemniczego zniknięcia jednej z pacjentek. Sprawa jest prowadzona przez federalnych szeryfów Tedda i Chucka. Kobieta zniknęła z pokoju, który był zamknięty, a w oknach były kraty. Pozostała po niej tylko zaszyfrowana wiadomość. Nad wyspę nadciąga huragan i łączność z resztą świata zostaje zerwana.|/scYivmvdv2DwCfbiblEcRG4P9Me.jpg|Wyspa tajemnic|40.214|2010-02-14|/U8QRD7jvTXEYsUXq74IFKaSiL5.jpg|8.151432598472228
16869|Akcja filmu rozpoczyna się w okupowanej Francji podczas egzekucji rodziny Shosanny Dreyfus, której dziewczyna jest świadkiem. Egzekucji dokonuje nazistowski pułkownik Hans Landa. Shosannie udaje się uciec i wyjechać do Paryża, gdzie, jako właścicielka kina, przyjmuje nową tożsamość. W innym miejscu w Europie, porucznik Aldo Raine organizuje grupę żydowskich żołnierzy, którzy mają dokonywać aktów zemsty. Do oddziału Raine'a dołącza niemiecka aktorka i agentka Bridget Von Hammersmark, której misją jest pozbawienie władzy przywódców Trzeciej Rzeszy. Losy tych ludzi zbiegają się pod kinowym afiszem, gdzie Shosanna przygotowuje własny plan zemsty...|/xYoYYRo0vZNa0VJAOvXtfRPCi3S.jpg|Bękarty Wojny|100.99799999999999|2009-08-19|/u3tkHXc5wzRFfRXyjGsAlfCIJuh.jpg|8.148519014143643
11|Dawno, dawno temu w odległej galaktyce... Rycerze Jedi zostali wytępieni, a Imperium żelazną ręka sprawuje rządy nad całą galaktyką. Mała grupa Rebeliantów podejmuje walkę kradnąc tajne plany najpotężniejszej broni Imperium - tzw. Gwiazdy Śmierci. Najbardziej zaufany sługa Imperatora - Darth Vader musi odzyskać plany i odnaleźć ukrytą bazę buntowników. Księżniczka Leia - wzięta do niewoli przywódczyni Rebeliantów, wysyła sygnał z wezwaniem pomocy, który zostaje przechwycony przez zwykłego chłopaka z farmy - Luke'a Skywalkera. Wychodząc naprzeciw swemu przeznaczeniu, Luke podejmuje wyzwanie i rusza na ratunek Księżniczce chcąc pomóc Rebeliantom w obaleniu Imperium. W misji pomagają mu niezwykli sojusznicy - mądry Obi-Wan Kenobi, nieco arogancki gwiezdny awanturnik Han Solo i jego lojalny towarzysz Chewbacca a także dwa droidy R2-D2 i C-3PO.|/9PK6osXKzgCBojJmSsAVZCr3ehD.jpg|Gwiezdne wojny: część IV - Nowa Nadzieja|62.349|1977-05-25|/iPnH51khswDrYij6XIBHKlAznW.jpg|8.144025621621429
354912|Film opowiada o historii małego chłopca - Miguela, który próbuje rozwiązać pewną tajemnicę rodzinną. Za sprawą nieoczekiwanych wydarzeń dochodzi do spotkania chłopca i rodziny, żywej jak i martwej.|/6Ryitt95xrO8KXuqRGm1fUuNwqF.jpg|Coco|193.583|2017-10-27|/askg3SMvhqEl4OL52YuvdtY40Yb.jpg|8.138861936896358
98|"Generał Maximus (Russell Crowe) zakończył kolejną udaną wyprawę wojenną. Zmuszony do ucieczki przez zazdrosnego o jego wpływy u Cesarza dziedzica tronu Commodusa (Joaquin Phoenix), Maximus trafia do niewoli i zostaje gladiatorem. Powraca do Rzymu z zamiarem pomszczenia śmierci syna i żony. Wie, że jedyną siłą potężniejszą od samego Cesarza jest wola ludu, może dokonać swej zemsty, zostając największym bohaterem całego Imperium. ""Gladiator"" to epicka opowieść o odwadze i zemście osadzona w realiach Cesarstwa Rzymskiego roku 180 n.e.  [opis dystrybutora dvd]"|/1f0U34P6OFPXvfQta556VfXZqiC.jpg|Gladiator|45.282|2000-05-01|/aZtwH3RQ0L8jbInxr7OSc9tlGMJ.jpg|8.136899973492875
694|Jack Torrance (Jack Nicholson) pracuje jako dozorca hotelu Panorama w górach stanu Colorado. Pensjonat jest zamknięty na zimę więc Jack z rodziną są jedynymi mieszkańcami budynku. Kiedy burze śnieżne blokują familię Torrance'ów w hotelu, Danny, syn Jacka, który ma nadprzyrodzone, telepatyczne zdolności odkrywa, że pensjonat jest nawiedzony i duchy powoli doprowadzają jego ojca do obłędu. Kiedy Jack spotyka zjawę pana Grady'ego, poprzedniego dozorcę hotelu, sytuacja staje się coraz groźniejsza.|/8clVXXRDWgZbEKXHrQ0bkRPfLZw.jpg|Lśnienie|47.777|1980-05-23|/AdKA2F1SzYPhSZdEbjH1Zh75UVQ.jpg|8.133681268633852
857|Czerwiec 1944 roku, właśnie ruszył tzw. drugi front w Europie. Lądujący na plaży Omaha w Normandii oddział Rangersów kapitana Millera (Tom Hanks) zostaje zdziesiątkowany. Z ocalałych żołnierzy, Miller wybiera kilku do niebezpiecznej misji. Otrzymuje rozkaz przeniknięcia za linię frontu i odnalezienia szeregowca Jamesa Ryan'a (Matt Damon), jednego z tysięcy spadochroniarzy zrzuconych w noc poprzedzającą lądowanie aliantów na tyłach niemieckiej obrony. Dowództwo traktuje akcję prestiżowo. Trzej bracia Ryana, zginęli w walce i nie można dopuścić, aby matka straciła ostatniego syna. Miller ma odnaleźć i uratować Ryana nawet za cenę śmierci swoich ludzi...|/hC3VZMkcsBlpolUWq6aev0Zswz.jpg|Szeregowiec Ryan|51.641999999999996|1998-07-24|/hjQp148VjWF4KjzhsD90OCMr11h.jpg|8.127141926177568
